_id,created_at,favorite_count,lang,retweet_count,text,user_descreption,user_favourites_count,user_followers_count,user_friends_count,user_location,user_name
62a9fa7e0773fd56d77ef150,Wed Jun 15 15:11:20 +0000 2022,0,en,0, supplychain conscious labor relations managers take note colleague looks ahead the impa ,"Legal Analyst for @BloombergLaw covering labor & employment. Former librarian, carnival barker, game show champion. Tweets are my own. RTs are not endorsements.",1046,366,319,"Washington, DC",Robert Combs
62a9fa7e0773fd56d77ef151,Wed Jun 15 15:11:19 +0000 2022,0,en,0, never heard many challenges supplychain ,The Newspaper of Trucking and Freight Transportation,1010,44011,3318,,Transport Topics
62a9fa7e0773fd56d77ef152,Wed Jun 15 15:11:12 +0000 2022,0,en,1, drone delivery year gestation for amazon prime air drones dronedelivery ,"Citizen 🌍 podcaster🎙& blogger #WordsMatter. Runner, ⛳️ + writing a 📖. RT 🚫 endorsements, ops my own #ClimateAction 🌱 #Pride + Viva 🇺🇦",13557,2862,2863,England,Jimmy Canham-Ash
62a9fa7e0773fd56d77ef153,Wed Jun 15 15:11:01 +0000 2022,0,en,1, you can sustainable without your suppliers things learned about supplier sustainability from industry ,"Citizen 🌍 podcaster🎙& blogger #WordsMatter. Runner, ⛳️ + writing a 📖. RT 🚫 endorsements, ops my own #ClimateAction 🌱 #Pride + Viva 🇺🇦",13557,2862,2863,England,Jimmy Canham-Ash
62a9fa7e0773fd56d77ef154,Wed Jun 15 15:10:59 +0000 2022,0,en,0,got drought learn how businesses can use risk management insights identify forecast and mitigate this summe ,Everstream is a supply chain risk analytics company that delivers actionable insights to increase the resilience and agility of our clients’ supply chains.,234,385,87,"San Marcos, California, US",Everstream Analytics
62a9fa7e0773fd56d77ef155,Wed Jun 15 15:10:48 +0000 2022,0,en,0,are you doing these time saving tips improve your warehouse efficiency supplychain warehousemanagement ,Since 1968 we've been helping clients improve operations and financial performance throughout the entire supply chain.,44,209,162,"Tampa, FL",USC Consulting Group
62a9fa7e0773fd56d77ef156,Wed Jun 15 15:10:46 +0000 2022,2,fr,0, vivatech envie savoir plus sur avenir logistique innovation dans supplychain vous conse ,"Agence Conseil & Formation 
#Communication #Digital #SocialMedia 
#RSE #FeelGood
#Speaker 
Mode▶️&⏸️ 
@LaBrigadeDuWeb 
Pdte @FeminismeAsso 
#ExpertesDuNumérique",54004,12784,5189,"Ile-de-France, France",Martine Le Jossec à #Vivatech & #FeelGood 🙏🏼
62a9fa7e0773fd56d77ef157,Wed Jun 15 15:10:41 +0000 2022,0,en,1, when faced the supplychain issues currently plaguing global markets where did they turn they mobilized advanced ,"Citizen 🌍 podcaster🎙& blogger #WordsMatter. Runner, ⛳️ + writing a 📖. RT 🚫 endorsements, ops my own #ClimateAction 🌱 #Pride + Viva 🇺🇦",13557,2862,2863,England,Jimmy Canham-Ash
62a9fa7e0773fd56d77ef158,Wed Jun 15 15:10:30 +0000 2022,0,en,0, you looking for work fortwayne check out this job supplychain,"Follow this account for geo-targeted Supply Chain job tweets in Indianapolis, IN. Need help? Tweet us at @CareerArc!",0,260,195,"Indianapolis, IN",Indianapolis S-Chain
62a9fa7e0773fd56d77ef159,Wed Jun 15 15:10:15 +0000 2022,0,en,1, the industrial supply chain crisis solved with technology supplychain,"Citizen 🌍 podcaster🎙& blogger #WordsMatter. Runner, ⛳️ + writing a 📖. RT 🚫 endorsements, ops my own #ClimateAction 🌱 #Pride + Viva 🇺🇦",13557,2862,2863,England,Jimmy Canham-Ash
62a9fa7e0773fd56d77ef15a,Wed Jun 15 15:09:19 +0000 2022,0,en,0, you looking for work jeff check out this job supplychain,"Follow this account for geo-targeted Manufacturing job tweets in Louisville, KY. Need help? Tweet us at @CareerArc!",0,162,101,"Louisville, KY",TMJ - SDF Manuf Jobs
62a9fa7e0773fd56d77ef15b,Wed Jun 15 15:09:09 +0000 2022,0,en,0,why can supply chains keep pace with change disruption the word the year explains what ,Global hub for supply chain management thought leadership & talent development @UTKnoxville's @HaslamUT,155,1182,486,The University of Tennessee,Global Supply Chain Institute (GSCI)
62a9fa7e0773fd56d77ef15c,Wed Jun 15 15:09:07 +0000 2022,0,en,0,last chance register for the june economics cargo webinar live tomorrow with clivedataservices ,"The International Air Cargo Association (TIACA) represents, supports, informs, and connects every element of the global air freight supply chain.",9187,3839,886,"Miami, FL",TIACA
62a9fa7e0773fd56d77ef15d,Wed Jun 15 15:08:16 +0000 2022,0,en,2, mercé presents creating value patientcentred care aligning the supplychain service ,"Innovation & Value Based Procurement practitioner, passionate in healthcare digital tranformation, art, history and my home country. RT is information sharing",2565,244,1036,,Rossana
62a9fa7e0773fd56d77ef15e,Wed Jun 15 15:08:09 +0000 2022,0,en,4, mercé presents creating value patientcentred care aligning the supplychain service ,"Innovation & Value Based Procurement practitioner, passionate in healthcare digital tranformation, art, history and my home country. RT is information sharing",2565,244,1036,,Rossana
62a9fa7e0773fd56d77ef15f,Wed Jun 15 15:08:00 +0000 2022,0,en,0,earning diploma supply chain and logistics management helps open your opportunities based fields related ,CCHS is managed and guided by consultants with more than 32 years experience in emerging technologies & over 30 years experience in providing education.,17,130,126,"Toronto, ON 416-850-1456",CCHS
62a9fa7e0773fd56d77ef160,Wed Jun 15 15:06:48 +0000 2022,0,en,0,don shy score job like material handler forklift operator plastipak asking for referrals ,Follow this account for geo-targeted Supply Chain job tweets in Iowa Non-Metro. Need help? Tweet us at @CareerArc!,0,245,195,Indiana,Iowa S-Chain
62a9fa7e0773fd56d77ef161,Wed Jun 15 15:06:38 +0000 2022,1,en,0, was pleasure speaking with miroslav babol and engaging with the attendees the zero forum ,"CEO @Blume_Global, constantly in search of new learnings in technology, business and life",129,216,100,"Pleasanton, CA",Pervinder Johar
62a9fa7e0773fd56d77ef162,Wed Jun 15 15:06:37 +0000 2022,0,en,0,registration open trade with africa business summit tradewithafrica africa export ,Executive Coach & Business Strategist 🌍 Founder Nazaru 🍁 Policy Advocate 🏭 Economic Dev. Adviser 👥 Summit Convener | see more at 🔗 http://www.ToyinUmesiri.,1094,1558,4729,"Chicago, IL",Toyin Umesiri
62a9fa7e0773fd56d77ef163,Wed Jun 15 15:05:49 +0000 2022,0,en,0,want work cvs health hiring spokane click the link our bio for details this job and mor ,"Follow this account for geo-targeted Supply Chain job tweets in Spokane, WA. Need help? Tweet us at @CareerArc!",0,222,189,"Spokane, WA",Spokane S-Chain
62a9fa7e0773fd56d77ef164,Wed Jun 15 15:05:22 +0000 2022,0,en,4, mercé presents creating value patientcentred care aligning the supplychain service ,"EHMA is a membership organisation committed to excellence in #healthmanagement across Europe

#EHMA2022 Annual Conference | 15-17 June | Brussels, Belgium",3991,4556,2382,Brussels,European Health Management Association
62a9fa7e0773fd56d77ef165,Wed Jun 15 15:05:02 +0000 2022,0,en,0,for agility and flexibility today complex supply chain environments you need diverse collaborative professio ,We provide global solutions for Cold Chain Packaging | Monitoring | Logistics,3635,241,816,Kingdom of Saudi Arabia,Cold Chain Packing & Logistics
62a9fa7e0773fd56d77ef166,Wed Jun 15 15:04:47 +0000 2022,3,en,4, mercé presents creating value patientcentred care aligning the supplychain ,"RITMOCORE is a Public Procurement of Innovation (PPI) project, funded by the European Union under Horizon2020.",40,97,72,,RITMOCORE PPI
62a9fa7e0773fd56d77ef167,Wed Jun 15 15:04:23 +0000 2022,0,und,0, importer customsclearance obc onboardcourier importer record transportation ior services ,"AGOL Worldwide is an International Logistics Company specializing in urgent logistics for aviation parts, telecom equipment, networking, broadcasting equipment.",18,17,212,"Doral, FL",AGOL Worldwide
62a9fa7e0773fd56d77ef168,Wed Jun 15 15:03:19 +0000 2022,0,en,47, guessing this altcoin season perfect time get board with blockchain ,"Just a Gaymer turned Cryptonian turned NFTer!! Co-founder 
@Crumplies ;-*",9443,605,4223,"Los Wages, Nv",420fairieT.Crypto{.wyaw.wam}🔥B
62a9fa7e0773fd56d77ef169,Wed Jun 15 15:03:08 +0000 2022,0,en,0, streamline microsoftdynamics for finance and supplychain and crm deployments sikich has developed the ,"Realize your long-term strategic business goals through our #accounting, #technology, advisory and managed services.",314,3025,1827,Nationwide,Sikich LLP
62a9fa7e0773fd56d77ef16a,Wed Jun 15 15:03:03 +0000 2022,0,en,0,how supplychain turmoil remaking the automotive industry via ,Morai Logistics Inc. is a 3rd party logistics provider representing Mode Transportation.  We are a powerhouse logistics team based in the Greater Toronto Area.,2330,4527,3046,,Morai Logistics Inc
62a9fa7e0773fd56d77ef16b,Wed Jun 15 15:02:17 +0000 2022,0,en,0,fresenius medical care hiring coppell read about our latest supplychain job opening via the link our bio driver cdl,"Follow this account for geo-targeted Supply Chain job tweets in DFW, Texas. Need help? Tweet us at @CareerArc!",0,268,197,"DFW, Texas",Dallas S-Chain
62a9fa7e0773fd56d77ef16c,Wed Jun 15 15:02:10 +0000 2022,0,en,0,get certificate logistics and supply chain management supplychain logistics transportation ,Africa's foremost supply chain platform for professionals,0,9,6,Africa,African Centre For Supply Chain
62a9fa7e0773fd56d77ef16d,Wed Jun 15 15:02:04 +0000 2022,1,en,0, eager learn about advancements oil amp gas sector explore top digitaloilfield solutions facilitating ,"Head of Communications @StartUsInsights 🚀  

Helping you access the world's information on innovation, technologies & emerging companies",2903,52448,38451,Global,Susi Wallner
62a9fa7e0773fd56d77ef16e,Wed Jun 15 15:01:37 +0000 2022,0,en,0,looking score job ingram content group you luck click the link our bio for the job description ,Follow this account for geo-targeted Supply Chain job tweets in Tennessee Non-Metro. Need help? Tweet us at @CareerArc!,0,235,194,Tennessee,Tennessee S-Chain
62a9fa7e0773fd56d77ef16f,Wed Jun 15 15:01:28 +0000 2022,0,en,0,new freight route announced between rosslaire ireland and zebrugge belgium just the latest route between ireland ,"Looking for a writing/broadcasting job when I return to UK in August. BA,MA, 3 gold NCTJs. Specialisms- supply chain, sports. DM me boss folk!

Keen #ncfc fan.",47029,1557,3598,🌍27 countries & counting 🌏,Sam Victor Jermy 🇺🇦
62a9fa7e0773fd56d77ef170,Wed Jun 15 15:01:24 +0000 2022,0,en,0, study suggests that coldchain foods may spread the covid virus over long distances amp discusses testing method ,"Multimedia resource for science-based solutions for food safety & quality assurance professionals worldwide. eMagazine, online, and podcast!",867,24671,996,,Food Safety Magazine
62a9fa7e0773fd56d77ef171,Wed Jun 15 15:01:22 +0000 2022,0,en,0, syft our customers are key and our products are always evolving meet their needs read our latest blog high ,Chief Executive Officer of @syftcorp. Reimagine your Healthcare Supply Chain.,63,70,174,"Tampa, FL",Todd Plesko
62a9fa7e0773fd56d77ef172,Wed Jun 15 15:01:14 +0000 2022,0,en,0,how supplychain leaders can prepare for the next big disruption via ,"Content Thought Leader at @Enablon, a @Wolters_Kluwer Business. #EHS #RiskManagement #Sustainability",30,165,154,"Montréal, Québec, Canada",Jean-Grégoire Manoukian
62a9fa7e0773fd56d77ef173,Wed Jun 15 15:00:50 +0000 2022,0,en,0,join lora cecere and and madhav durbha ,The Voice of Supply Chain,7799,20313,12514,,Supply Chain Now
62a9fa7e0773fd56d77ef174,Wed Jun 15 15:00:26 +0000 2022,2,en,1,when faced the supplychain issues currently plaguing global markets where did they turn they mobilized ,"This is the official account of DHL Global Trade; delivering you global trade news, reports and insights from across the world.",1914,102902,581,"Bonn, Germany",DHL Global Trade
62a9fa7e0773fd56d77ef175,Wed Jun 15 15:00:25 +0000 2022,0,en,0,the price diesel record high what that means for supply chain professionals today and how get the ,We work around the clock in over 130 countries worldwide towards one goal: making your logistics even more efficient.,3439,3141,875,"Chesapeake, VA",DB Schenker USA
62a9fa7e0773fd56d77ef176,Wed Jun 15 15:00:24 +0000 2022,0,en,0,amazon sued for removing free whole foods delivery from prime supplychain ecommerce,"Tweeting, Blogging, and Podcasting about 
Trends & Innovations in Supply Chain and Logistics

DM for Sponsored Content options",1532,22689,7858,"Rotterdam, the Netherlands",Martijn Graat
62a9fa7e0773fd56d77ef177,Wed Jun 15 15:00:23 +0000 2022,0,en,0,influencers secret weapon for tackling supplychain challenges retail touchpoints ,"We affect change.

#BeSwayd

B2B Influencer Marketing",3415,4501,2676,"California, USA",Swayd Company
62a9fa7e0773fd56d77ef178,Wed Jun 15 15:00:18 +0000 2022,0,en,0, gep geoffroy naegelen had engaging dialogue sustainability supplychain with johnson amp johnson cpo ,"Global leader in unified supply chain solutions that help enterprises operate more efficiently, gain competitive edge, boost profitability and maximize value.",227,15186,656,"Clark, NJ",GEP ®
62a9fa7e0773fd56d77ef179,Wed Jun 15 15:00:13 +0000 2022,0,de,0, cloudcomputing für smarte logistik prozesse die cloud verlagern bietet transport und logistics unterne ,Interxion: A Digital Realty Company ist ein führender Anbieter von Carrier- und Cloud-neutralen Rechenzentrumsdienstleistungen für Colocation in ganz EMEA.,1999,2930,4829,"Frankfurt am Main, Deutschland",Interxion Deutschland GmbH
62a9fa7e0773fd56d77ef17a,Wed Jun 15 15:00:12 +0000 2022,1,en,0,policymakers are concerned refugee numbers supplychain disruptions energy and food insecurity inflation ,"BRINK News brings you timely, insightful research and news on risk related topics such as #Leadership, #AI, #Trade, #CyberSecurity, the #Economy and more.",5343,3109,2365,United States,BRINK News
62a9fa7e0773fd56d77ef17b,Wed Jun 15 15:00:05 +0000 2022,0,en,1, logistics payments service collects read the full story here fintech pay ,"Hello everyone. I am a fintech bot. 🤖 
I retweet #fintech hashtag without 'crypto' related stuff.
Follow me to stay in the loop. 💻💸",0,350,0,,Fintech Bot
62a9fa7e0773fd56d77ef17c,Wed Jun 15 15:00:05 +0000 2022,0,en,0,amazon disrupted retail now disrupting the construction industry constructionindustry buildingmaterials ,"Pres: Nat'l Remodeling Foundation, Founder: Integrated Marcom agency, Kleber & Associates, specializing in home & building products, residential and commercial",2002,8891,8513,Atlanta,Steve Kleber
62a9fa7e0773fd56d77ef17d,Wed Jun 15 15:00:03 +0000 2022,0,es,0, este artículo marcos singer director explica juego cerveza dinámica que hace que ,"NG es la revista de negocios con mayor circulación en la industria logística, packaging y distribución.",28,292,5,Santiago de Chile,Revista NG
62a9fa7e0773fd56d77ef17e,Wed Jun 15 15:00:03 +0000 2022,0,en,0,the next supplychain shockwave will definitely affect the trucking industry america and will come the form ,"Full-Service Professional Truck Dispatch Agency & Lease on Operation for Owner Operators!
Learn More https://t.co/N65w5enQF6 or call/text (801) 448-6363 xt.1",1405,2835,161,"Salt Lake City, Utah",AFT Dispatch & A2C Logistics
62a9fa7e0773fd56d77ef17f,Wed Jun 15 15:00:01 +0000 2022,0,en,0,what cost quality coq and how does this methodology work quality manufacturing ,"Insight delivers supply chain confidence & solves manufacturing problems for brands, importers, manufacturers and retailers of general consumer products.",38,130,126,"Dallas, Texas & Shenzhen,China",Insight Quality
62a9fa7e0773fd56d77ef180,Wed Jun 15 15:00:00 +0000 2022,0,it,0,brennero ancora disagi nel trasporto ferroviario merci necessario sospendere divieti tirolo ,"Siamo un'azienda che si occupa di servizi di logistica, trasporti, spedizioni e di assistenza alle imprese nel settore del commercio internazionale.",10,45,64,"Rome, Lazio",Barbarini & Foglia s.r.l.
62a9fa7e0773fd56d77ef181,Wed Jun 15 14:59:28 +0000 2022,0,en,0, days left join procurement and supply chain leaders the africa procurement and supply chain awards ,"Africa’s Premium B2B Event, PR and Marketing Agency",523,222,204,,Instinct Wave Group
62a9fa7e0773fd56d77ef182,Wed Jun 15 14:59:02 +0000 2022,0,en,0,new job customer account executive location trafford park salary kpa kpa jobs supplychain logistics,"For our official Twitter follow @Cast_UK Find the latest roles in Business Change & Transformation, HR, Procurement, Buying, Supply Chain and Logistics here.",155,374,937,"Manchester, Birmingham, London",Cast UK Jobs
62a9fa7e0773fd56d77ef183,Wed Jun 15 14:58:47 +0000 2022,0,en,0, the difference you want see learn how you can make impact cvs health our next general warehouse dis ,"Follow this account for geo-targeted Supply Chain job tweets in Eastern Region, CT. Need help? Tweet us at @CareerArc!",0,260,201,"Eastern Region, CT",EastConn SupplyChain
